Open-1,Open-2,Open-3,High-1,High-2,High-3,Low-1,Low-2,Low-3,Volume-1,Volume-2,Volume-3,Target
107.25,107.83,107.9,107.27,108.76,108.3,105.24,107.07,107.51,52955310.0,42250480.0,26645130.0,104.64
116.93,115.4,118.08,119.3,116.54,118.13,116.06,113.99,114.92,85436210.0,67673450.0,66139770.0,118.7
112.21,115.66,116.25,114.3,116.49,116.54,111.87,113.72,115.44,73991000.0,63712340.0,37080720.0,113.67
209.43,213.19,212.99,212.05,214.44,213.65,201.0,210.75,211.6,46882840.0,22267820.0,21564750.0,205.86
183.4,186.12,187.25,184.92,186.15,188.35,180.73,184.7,184.94,31632320.0,27185130.0,25649240.0,182.99
111.4,113.46,113.65,112.35,113.77,114.23,111.23,110.53,113.2,28174980.0,43403760.0,26378910.0,110.98
156.89,156.61,156.75,157.69,157.75,157.08,155.5,155.96,155.02,21888930.0,23907540.0,42357420.0,156.29
154.18,153.63,154.01,155.44,153.86,155.09,154.05,152.46,153.91,21215870.0,20088940.0,16216800.0,154.97
193.95,194.86,191.81,195.97,196.0,195.37,193.39,193.6,191.62,18253190.0,26932880.0,26220850.0,194.7
268.31,268.7,262.74,273.7,270.07,267.37,265.83,264.7,261.23,32755730.0,40529120.0,42223820.0,280.0
135.91,137.38,136.43,136.66,137.48,137.12,135.28,136.3,136.11,21754600.0,20762360.0,20769030.0,137.14
360.7,365.0,364.0,365.0,368.79,372.38,357.57,358.52,362.27,34380630.0,48155850.0,53038870.0,364.41
233.37,236.39,234.9,235.24,237.65,238.13,233.2,234.88,234.67,19286690.0,23040480.0,24413480.0,235.09
105.66,105.8,106.62,106.57,106.5,107.44,105.64,105.5,106.29,31639010.0,24817940.0,24900130.0,106.14
159.26,158.6,157.06,161.27,161.83,158.92,159.11,158.27,156.67,26060430.0,36127490.0,21827400.0,159.9
96.05,93.98,96.4,96.76,96.38,96.5,95.25,93.32,94.55,27526040.0,36192150.0,31851180.0,97.2
109.88,110.31,110.08,111.32,111.72,110.51,108.05,109.7,109.46,59118740.0,24129630.0,32361930.0,111.09
144.71,144.49,145.01,145.13,146.11,146.16,142.28,143.16,143.62,31450520.0,22052920.0,24725210.0,144.45
116.25,115.93,116.58,116.54,116.53,116.89,115.44,114.42,114.86,37080720.0,43218350.0,58279570.0,115.66
171.51,174.24,174.94,174.77,174.95,176.6,170.88,170.26,172.1,41156140.0,44662320.0,23623970.0,176.73
152.45,153.63,153.87,154.07,153.94,154.88,152.31,152.11,153.45,27236290.0,25779060.0,38907940.0,154.7
143.73,144.29,144.22,144.18,144.52,145.46,143.27,143.45,143.81,16658660.0,21131040.0,27649500.0,143.6
105.47,106.48,105.25,106.25,107.07,107.29,104.89,105.9,105.21,25568350.0,25686350.0,32345430.0,106.0
173.21,173.71,174.16,175.0,175.3,175.87,172.73,173.17,173.95,27817640.0,16991610.0,21846400.0,174.32
198.68,200.29,197.77,199.5,201.57,200.99,197.05,199.57,197.35,31110640.0,20899720.0,26067510.0,203.17
141.0,140.72,139.41,141.0,141.02,140.75,139.89,140.26,139.03,43700570.0,19173780.0,25676720.0,140.4
117.1,116.81,116.86,117.74,116.91,117.38,117.0,116.28,116.33,23492650.0,22527690.0,24100150.0,117.95
110.78,111.43,111.13,112.03,112.47,111.87,110.07,111.39,110.95,28507780.0,27054320.0,11475920.0,111.6
141.22,141.88,141.41,142.92,142.0,142.04,141.16,140.45,141.11,23294040.0,17302160.0,14676420.0,142.44
112.95,117.42,121.5,117.44,117.7,122.57,112.1,113.25,117.52,99202400.0,123601900.0,69639900.0,115.97
267.48,263.79,261.07,271.0,265.89,263.31,267.3,262.73,260.68,26547490.0,18661340.0,16810390.0,270.0
170.6,174.95,177.81,171.22,175.39,178.82,165.43,172.66,176.88,65270950.0,34693280.0,20544600.0,166.84
257.26,281.1,286.53,278.41,286.0,297.88,256.37,272.96,286.5,106721200.0,80151380.0,49678430.0,282.28
110.12,109.72,109.81,111.99,110.54,110.35,110.01,109.66,108.83,29164190.0,28310840.0,27623150.0,111.95
225.75,223.52,224.94,226.84,228.35,225.0,222.52,222.57,219.84,31801970.0,41411350.0,49118510.0,222.15
113.7,113.4,113.06,114.34,113.66,114.31,113.13,112.69,112.63,28508710.0,21400410.0,29707270.0,114.31
215.9,217.71,222.6,220.19,221.38,224.23,212.67,216.75,214.54,47191700.0,29027340.0,39992120.0,219.19
144.47,143.91,143.5,144.6,144.9,143.95,143.38,143.87,143.18,19998050.0,18325720.0,17117710.0,143.92
103.96,101.91,102.24,105.18,102.91,102.28,103.85,101.78,101.5,40026250.0,25058280.0,27368840.0,104.61
370.0,367.85,365.12,375.78,370.47,367.36,369.87,363.64,363.91,29663910.0,28510370.0,27684310.0,375.41
97.06,95.1,98.41,97.88,98.19,98.65,94.94,93.42,95.5,52099200.0,72274300.0,52960810.0,98.63
320.25,317.92,318.58,323.33,319.56,319.99,317.52,315.65,317.31,36634380.0,26117990.0,25458120.0,310.06
203.35,203.28,201.41,205.08,204.44,203.13,202.9,202.69,201.36,17265520.0,11362050.0,16935220.0,200.81
120.99,118.7,116.93,121.22,120.69,119.3,119.45,118.27,116.06,49305220.0,51106100.0,85436210.0,119.87
200.32,196.42,196.45,202.85,200.23,197.1,199.23,196.34,195.93,35738280.0,25829880.0,18473070.0,198.68
111.95,110.12,109.72,112.42,111.99,110.54,111.4,110.01,109.66,25931710.0,29164190.0,28310840.0,111.36
129.13,128.31,127.98,130.5,129.19,129.39,128.9,128.16,127.78,26784530.0,24460160.0,33671250.0,130.54
121.67,120.42,119.55,122.44,122.1,120.1,121.6,120.28,119.5,26320740.0,32417410.0,23191150.0,122.14
120.45,119.4,120.0,120.45,120.09,120.5,119.73,119.37,119.71,29922650.0,25554290.0,23687350.0,120.0
108.58,106.96,107.59,108.7,109.43,107.69,107.18,106.86,106.18,25184090.0,30912260.0,26639930.0,107.01
148.7,144.53,143.98,148.83,148.55,145.72,145.9,143.8,142.0,54571440.0,57423650.0,91106840.0,149.56
210.89,209.84,209.88,211.84,212.65,215.31,210.23,208.13,209.23,20892380.0,31996320.0,64827330.0,204.29
99.02,99.25,97.99,99.56,99.87,101.89,98.68,98.96,97.55,20839950.0,22378380.0,23265200.0,98.5
220.54,220.0,218.55,220.96,220.94,221.5,217.28,218.83,217.14,25361290.0,19088310.0,22481010.0,220.9
117.81,116.53,114.58,118.18,119.99,116.25,113.33,116.53,114.5,96820670.0,54851010.0,38610120.0,112.53
186.93,189.91,186.27,190.9,192.47,191.75,186.76,188.84,186.02,32879090.0,33031360.0,26544720.0,183.52
216.6,214.65,214.1,216.9,217.05,216.36,215.11,214.6,213.84,18457720.0,18505780.0,18965930.0,217.15
96.49,95.7,94.6,96.89,96.5,95.66,96.05,95.62,94.37,28877500.0,24460850.0,30877540.0,96.75
92.9,93.0,92.91,93.66,93.05,94.66,92.14,91.5,92.65,40387960.0,45595680.0,75219710.0,93.97
178.37,190.0,190.5,181.47,190.7,194.97,175.51,184.99,189.46,67678680.0,41626820.0,36191330.0,179.73
112.03,112.17,112.23,114.53,113.31,113.24,112.0,111.54,110.02,56111590.0,53075960.0,83825220.0,110.15
177.95,176.42,178.92,179.23,179.35,180.59,176.67,176.0,177.91,21218410.0,28481170.0,27948160.0,176.23
180.29,177.96,175.48,182.39,180.0,177.12,180.21,177.39,175.07,32191070.0,32130360.0,24518850.0,182.59
148.82,147.97,145.5,150.9,149.33,148.49,148.57,147.33,145.44,23765710.0,20117070.0,25080500.0,149.2
195.41,196.31,197.99,199.56,198.07,198.65,193.82,194.04,192.58,33364400.0,35824790.0,52392970.0,200.2
204.59,204.09,202.45,206.11,205.87,204.0,203.5,204.0,202.2,16866820.0,16947420.0,17595210.0,204.05
111.94,112.18,115.19,112.8,112.68,115.39,110.35,109.79,112.85,53168580.0,64678220.0,46810020.0,111.07
118.74,118.77,117.95,119.93,119.38,119.43,118.6,118.3,117.94,27453130.0,24432660.0,33420290.0,118.9
173.63,172.4,172.5,174.17,173.13,173.54,172.46,171.65,172.0,40122100.0,20442740.0,23402510.0,174.88
169.95,170.43,172.63,171.67,172.14,172.92,168.5,168.44,167.16,39735110.0,41484540.0,41459120.0,172.48
173.44,172.54,172.53,175.37,173.47,174.55,173.05,172.08,171.96,23589930.0,22342650.0,29461040.0,174.35
173.67,171.8,172.83,175.65,173.95,174.12,173.54,171.71,171.01,33772050.0,30953760.0,37378070.0,176.35
167.9,163.89,159.29,169.65,168.07,163.6,166.94,163.72,158.7,35779520.0,44651420.0,44387770.0,169.87
104.61,103.96,101.91,106.31,105.18,102.91,104.59,103.85,101.78,38236730.0,40026250.0,25058280.0,105.52
175.24,177.32,178.65,176.8,177.47,179.12,174.94,173.66,177.62,19620520.0,32931110.0,38313330.0,175.04
94.94,96.0,96.62,96.35,96.57,96.65,94.68,95.03,95.3,35407050.0,34355970.0,60793260.0,96.25
221.16,220.42,214.52,221.83,222.88,219.5,217.27,216.84,212.32,30280450.0,39494770.0,52902320.0,218.93
188.75,191.66,191.51,189.76,192.88,191.98,186.55,184.58,186.6,29771210.0,49696100.0,43751810.0,188.95
324.66,320.75,317.75,326.2,323.44,322.35,322.3,318.93,317.21,26122800.0,21910700.0,20254650.0,324.39
118.18,117.33,117.88,118.21,117.84,118.17,117.45,116.78,117.13,24308210.0,23583810.0,35626020.0,117.25
323.35,324.39,324.66,331.75,325.62,326.2,323.23,320.78,322.3,34312550.0,21890090.0,26122800.0,330.25
96.4,96.31,96.0,96.5,96.9,96.76,94.55,95.92,95.8,31851180.0,34240470.0,35290570.0,93.98
170.16,170.52,171.0,172.3,170.59,171.85,169.26,169.22,170.48,25400540.0,25938760.0,16412270.0,172.53
93.79,96.04,99.93,94.52,96.63,100.88,92.39,93.34,98.07,55622370.0,133059000.0,71937310.0,94.79
98.55,98.68,100.56,99.11,100.13,102.37,96.76,96.43,99.87,70722000.0,80742460.0,68384270.0,98.97
145.59,147.54,145.1,147.49,148.09,147.2,144.27,146.84,144.96,45579740.0,44182930.0,33498270.0,146.52
111.29,110.82,112.73,111.52,112.45,112.75,109.56,110.68,111.44,44434220.0,32970790.0,30386830.0,110.93
266.6,265.58,266.94,268.0,267.98,267.16,265.9,265.31,262.5,11654360.0,16386120.0,26334880.0,267.27
172.54,172.53,170.16,173.47,174.55,172.3,172.08,171.96,169.26,22342650.0,29461040.0,25400540.0,173.44
172.48,169.95,170.43,172.62,171.67,172.14,169.63,168.5,168.44,32512580.0,39735110.0,41484540.0,169.06
208.89,207.67,208.46,209.24,209.15,208.91,206.73,207.17,207.29,13909560.0,14991570.0,18355210.0,207.48
188.35,185.8,184.85,188.99,188.39,187.33,185.92,185.79,183.74,31440300.0,26148590.0,39017490.0,186.23
106.0,105.47,106.48,106.19,106.25,107.07,105.06,104.89,105.9,19354440.0,25568350.0,25686350.0,104.89
213.19,212.99,210.88,214.44,213.65,213.35,210.75,211.6,210.32,22267820.0,21564750.0,26919530.0,209.43
139.37,138.78,140.0,139.77,139.83,140.28,138.6,138.59,138.76,21229890.0,21555370.0,26170690.0,139.06
117.05,118.75,117.99,118.11,118.81,119.41,116.08,116.86,117.75,33316990.0,34806250.0,38063130.0,116.55
220.24,218.5,217.79,222.28,219.62,221.85,219.15,215.3,217.12,26388050.0,26869880.0,31495630.0,220.78
194.79,193.25,191.09,196.37,196.5,194.46,193.14,193.15,191.05,19090050.0,23243160.0,22727370.0,196.45
108.53,110.98,111.4,110.25,111.46,112.35,108.11,109.55,111.23,30790930.0,26538700.0,28174980.0,110.08
107.4,107.28,108.91,107.72,107.37,109.52,106.45,105.57,105.81,32728460.0,47507230.0,96197190.0,107.27
168.07,168.39,170.0,173.1,169.92,172.68,166.44,164.94,168.6,36778560.0,40984540.0,41335980.0,173.68
98.67,97.22,95.87,99.74,98.09,97.19,98.11,96.84,95.67,38258300.0,35074380.0,37977020.0,99.68
120.93,122.14,121.67,121.63,122.35,122.44,120.66,121.6,121.6,30327110.0,20495340.0,26320740.0,121.15
323.52,315.31,304.3,324.76,319.64,313.49,318.95,313.63,302.22,29706720.0,34154130.0,43496400.0,322.57
112.46,113.16,113.69,113.37,113.8,114.64,111.8,111.8,113.43,36340670.0,35850010.0,29608390.0,112.71
261.55,258.3,258.69,262.79,262.47,260.44,260.92,258.28,256.85,21847230.0,20507460.0,17520500.0,261.13
295.52,296.44,303.67,299.55,303.4,304.0,291.41,293.13,285.8,46893220.0,54794570.0,79868850.0,282.0
159.32,156.6,159.9,160.21,158.57,160.0,158.75,156.07,154.63,22074760.0,26208970.0,39636190.0,160.66
186.29,184.1,185.23,187.19,186.21,187.28,182.91,183.8,184.03,22551660.0,17352380.0,24987260.0,183.82
94.44,93.97,92.9,95.77,94.55,93.66,94.3,93.63,92.14,35783320.0,36505420.0,40387960.0,95.49
167.88,167.81,167.25,168.94,171.75,170.02,164.47,166.9,165.19,37425640.0,38116290.0,41464880.0,167.64
149.1,149.9,149.89,150.22,150.33,150.23,148.41,148.13,149.19,33669020.0,19690420.0,17192770.0,159.28
215.83,219.79,218.06,223.25,223.36,221.26,214.7,218.94,217.43,38681170.0,28751540.0,32874330.0,222.6
316.14,323.5,315.77,318.71,324.24,319.23,313.09,316.5,315.35,28236270.0,31380450.0,20450750.0,316.77
127.98,127.03,121.15,129.39,130.49,121.39,127.78,127.01,120.62,33671250.0,111837300.0,47767760.0,128.31
174.51,177.25,177.3,174.95,177.3,179.44,170.53,173.2,176.82,41438280.0,51368540.0,32395870.0,172.0
117.52,118.98,115.29,118.6,119.86,119.25,116.86,117.81,115.11,34275420.0,32063100.0,57717870.0,117.64
193.25,191.09,191.64,196.5,194.46,191.68,193.15,191.05,188.38,23243160.0,22727370.0,27308200.0,194.79
258.31,267.27,266.6,259.53,268.25,268.0,256.29,263.45,265.9,29377270.0,23693550.0,11654360.0,261.07
171.05,168.99,172.4,171.21,170.66,173.94,169.25,168.42,170.34,20940020.0,23793830.0,31644240.0,170.1
113.63,113.38,113.67,114.72,114.18,115.37,113.3,112.52,113.66,35678360.0,50278030.0,46594220.0,113.25
172.63,174.3,175.05,172.92,174.87,175.08,167.16,171.86,173.34,41459120.0,26387240.0,20591090.0,170.43
110.0,109.17,110.37,110.03,110.09,110.94,108.25,108.85,109.03,34113880.0,26481320.0,37034520.0,109.5
277.39,277.14,263.75,281.22,286.44,278.09,271.86,269.37,263.0,64094970.0,71322520.0,71686210.0,255.94
153.87,149.03,146.76,154.88,153.7,148.98,153.45,149.03,146.76,38907940.0,48670440.0,27254850.0,153.63
112.53,117.81,116.53,115.42,118.18,119.99,109.63,113.33,116.53,101593400.0,96820670.0,54851010.0,116.04
115.85,115.8,116.65,116.51,116.33,117.2,115.75,114.76,115.43,21081620.0,28769220.0,30555900.0,115.92
160.1,160.14,159.65,163.12,162.0,160.56,160.0,159.93,159.27,29451050.0,25649890.0,25184600.0,163.8
95.87,94.64,94.64,97.19,95.43,94.64,95.67,94.52,93.57,37977020.0,31834020.0,30417880.0,97.22
174.0,167.64,169.87,174.26,168.5,169.94,171.12,165.28,165.61,59332210.0,39668100.0,33482970.0,172.37
189.75,191.52,191.08,191.87,192.65,191.84,189.2,190.42,190.9,15515000.0,15009800.0,12506830.0,191.78
220.9,220.54,220.0,224.58,220.96,220.94,220.79,217.28,218.83,26318580.0,25361290.0,19088310.0,225.07
227.25,227.95,224.79,230.0,229.42,225.84,226.63,226.35,224.02,24435010.0,23171020.0,22560440.0,230.05
138.78,140.0,137.89,139.83,140.28,140.15,138.59,138.76,137.6,21555370.0,26170690.0,36362440.0,139.37
95.2,94.2,93.97,95.9,95.74,94.08,93.82,93.68,92.4,40984160.0,56770080.0,47844490.0,94.0
205.79,204.0,204.05,206.5,205.88,205.09,202.36,203.7,203.27,20929310.0,18582160.0,14107450.0,203.65
144.45,144.71,144.49,144.96,145.13,146.11,143.78,142.28,143.16,22986960.0,31450520.0,22052920.0,144.88
149.89,153.75,153.35,150.23,153.99,153.93,149.19,147.3,153.06,17192770.0,32429770.0,15649120.0,149.9
162.62,165.67,166.84,165.42,166.33,166.92,162.41,161.22,164.09,28331540.0,33674960.0,36396590.0,164.12
177.32,178.65,178.5,177.47,179.12,180.24,173.66,177.62,178.07,32931110.0,38313330.0,22676520.0,175.24
115.92,115.85,115.8,116.86,116.51,116.33,115.81,115.75,114.76,22115100.0,21081620.0,28769220.0,116.78
110.23,109.51,110.42,110.98,110.73,112.19,109.2,109.42,110.27,26178840.0,26560420.0,37322930.0,109.95
135.67,135.52,133.47,135.9,136.27,135.09,134.84,134.62,133.25,22539860.0,35578640.0,33054500.0,135.1
166.41,162.13,164.0,169.2,167.26,164.33,165.27,161.84,160.63,52228910.0,41976500.0,35617230.0,175.23
205.97,201.92,204.3,210.06,204.72,204.39,204.13,201.69,198.17,33291640.0,31774720.0,66072170.0,209.98
133.08,132.46,131.65,133.82,132.94,132.45,132.75,132.05,131.12,22989980.0,20046250.0,28321440.0,133.47
226.51,223.25,220.15,228.87,228.26,223.49,226.0,222.4,219.41,43177540.0,48696960.0,27074260.0,228.41
191.55,194.7,193.95,193.59,196.79,195.97,190.3,193.6,193.39,18761470.0,21674630.0,18253190.0,192.9
142.94,143.6,143.73,143.35,143.88,144.18,140.06,142.9,143.27,30341520.0,18904680.0,16658660.0,141.6
95.1,98.41,96.2,98.19,98.65,97.71,93.42,95.5,95.36,72274300.0,52960810.0,79356010.0,97.06
182.99,183.4,186.12,186.53,184.92,186.15,182.54,180.73,184.7,24378480.0,31632320.0,27185130.0,185.23
106.34,105.52,104.61,106.5,106.47,106.31,105.19,104.96,104.59,43607120.0,34394830.0,38236730.0,105.93
169.88,170.97,172.58,173.09,172.48,174.23,169.85,168.2,172.08,28976200.0,34949690.0,26750260.0,173.0
141.26,139.85,142.11,141.58,141.6,142.8,140.61,139.76,139.73,20299310.0,25804820.0,39461130.0,141.5
193.9,191.63,199.0,194.48,197.18,199.85,185.93,191.45,193.79,60547340.0,46725710.0,50991030.0,188.39
330.25,323.35,324.39,333.6,331.75,325.62,327.32,323.23,320.78,23913630.0,34312550.0,21890090.0,332.14
241.16,237.52,234.59,242.2,240.99,237.58,239.62,237.32,234.29,22684000.0,22367480.0,24377170.0,242.1
188.0,186.07,186.78,188.91,188.46,187.07,186.36,186.0,185.1,17014490.0,19046600.0,23639070.0,187.19
198.68,200.32,196.42,200.74,202.85,200.23,198.18,199.23,196.34,21654750.0,35738280.0,25829880.0,200.85
119.21,117.33,119.27,119.23,119.35,119.73,117.92,117.12,117.34,21341960.0,42747950.0,32445680.0,118.29
152.5,151.29,149.56,153.97,154.53,151.82,150.86,149.63,148.52,35661200.0,45034370.0,40622910.0,152.88
179.37,176.15,177.9,180.1,179.25,179.39,178.25,175.07,176.14,31087330.0,34260230.0,29512410.0,178.61
190.03,191.55,192.42,190.16,191.57,192.88,188.26,190.22,190.44,61438290.0,21584720.0,21480120.0,187.88
143.69,144.88,144.45,144.79,145.3,144.96,142.72,143.1,143.78,21550270.0,14277850.0,22986960.0,143.02
118.08,116.7,114.33,118.13,119.23,115.5,114.92,116.33,114.1,66139770.0,59251740.0,41430660.0,115.4
111.38,115.2,116.26,114.24,115.57,116.82,111.0,112.27,115.65,37979570.0,45555300.0,32461350.0,114.92
171.25,169.71,171.39,171.7,171.26,172.48,169.75,169.38,169.92,24603320.0,21785180.0,22389660.0,169.71
173.0,169.88,170.97,174.0,173.09,172.48,171.53,169.85,168.2,28567110.0,28976200.0,34949690.0,172.23
174.65,172.86,167.41,175.57,175.08,171.66,172.85,172.35,167.28,28204640.0,36054570.0,31384720.0,172.4
125.03,121.94,123.85,125.76,123.85,124.06,124.32,121.21,119.22,41365600.0,61292800.0,78291510.0,126.04
153.8,151.78,149.99,154.72,153.92,151.83,153.54,151.69,149.16,25402270.0,35907770.0,44366140.0,153.89
167.25,173.68,168.07,170.02,175.15,173.1,165.19,166.92,166.44,41464880.0,39824200.0,36778560.0,167.81
121.15,120.93,122.14,121.39,121.63,122.35,120.62,120.66,121.6,47767760.0,30327110.0,20495340.0,127.03
153.17,153.97,153.42,153.33,154.17,154.43,152.22,152.38,153.33,16383610.0,24452750.0,20118620.0,153.58
263.79,261.07,258.31,265.89,263.31,259.53,262.73,260.68,256.29,18661340.0,16810390.0,29377270.0,267.48
159.28,149.1,149.9,159.75,150.22,150.33,156.16,148.41,148.13,69726440.0,33669020.0,19690420.0,157.05
115.19,116.04,117.64,115.39,116.94,117.69,112.85,115.51,115.08,46810020.0,29158640.0,46301930.0,112.18
111.36,111.95,110.12,111.51,112.42,111.99,110.33,111.4,110.01,27420550.0,25931710.0,29164190.0,111.13
222.01,221.06,219.96,223.76,222.85,220.82,220.37,219.44,219.12,22187880.0,25643090.0,18386470.0,221.38
206.83,207.36,204.43,207.76,208.48,207.75,205.12,207.05,203.9,18463850.0,17427570.0,23286380.0,204.9
99.6,99.44,99.68,100.4,100.47,100.73,98.82,99.25,98.64,42268040.0,36299460.0,56293490.0,99.02
209.84,209.88,203.06,212.65,215.31,203.4,208.13,209.23,199.11,31996320.0,64827330.0,45751160.0,210.89
114.31,117.95,117.1,115.7,118.36,117.74,113.31,117.31,117.0,66028640.0,46820600.0,23492650.0,115.39
115.29,116.55,117.05,119.25,116.79,118.11,115.11,114.22,116.08,57717870.0,41511380.0,33316990.0,118.98
204.1,207.86,205.86,205.72,208.55,207.19,203.32,203.53,205.06,15957630.0,25897340.0,26066130.0,208.5
170.8,174.68,174.17,171.47,175.42,176.02,169.68,174.5,174.1,33113340.0,16339690.0,20848660.0,170.1
153.97,153.42,154.0,154.17,154.43,154.24,152.38,153.33,153.31,24452750.0,20118620.0,21895020.0,153.17
92.39,90.0,92.72,94.39,91.67,92.78,91.65,90.0,89.47,61192340.0,44223040.0,76183460.0,94.55
175.23,166.41,162.13,177.75,169.2,167.26,173.8,165.27,161.84,66454720.0,52228910.0,41976500.0,175.88
101.52,98.63,97.06,101.53,101.46,97.88,99.21,98.37,94.94,51529980.0,65648660.0,52099200.0,99.93
95.49,94.44,93.97,96.47,95.77,94.55,95.33,94.3,93.63,25982080.0,35783320.0,36505420.0,95.39
347.9,332.14,330.25,354.77,345.61,333.6,346.09,332.01,327.32,41662940.0,36928090.0,23913630.0,349.31
200.29,197.77,198.43,201.57,200.99,199.26,199.57,197.35,195.29,20899720.0,26067510.0,21070330.0,198.68
296.24,289.93,289.46,300.6,293.68,292.69,295.19,289.52,285.22,33911860.0,25247630.0,36059610.0,297.15
209.88,203.06,204.4,215.31,203.4,205.97,209.23,199.11,203.86,64827330.0,45751160.0,22010360.0,209.84
224.8,218.07,213.86,226.42,223.71,216.78,222.86,217.73,211.71,32226670.0,44289650.0,31777930.0,220.0
195.34,190.02,186.23,197.69,196.33,189.49,190.78,189.81,184.73,42287640.0,50943120.0,31003380.0,191.51
174.16,171.58,171.8,175.87,173.0,172.37,173.95,171.38,170.3,21846400.0,18890250.0,17154540.0,173.71
116.74,115.8,116.47,117.5,117.38,116.5,116.68,115.75,115.65,21337310.0,27756760.0,44284660.0,116.8
94.6,95.39,95.49,95.66,95.4,96.47,94.37,94.46,95.33,30877540.0,27553750.0,25982080.0,95.7
192.42,191.39,191.35,192.88,192.61,191.97,190.44,191.15,190.21,21480120.0,16859020.0,18069930.0,191.55
116.43,116.04,114.32,117.44,117.65,116.31,116.01,115.5,114.01,34525630.0,40827260.0,42876370.0,116.1
236.36,228.08,247.18,247.69,228.5,251.83,234.3,212.61,228.0,71882770.0,84188210.0,100423300.0,250.75
138.95,139.06,139.37,139.8,139.98,139.77,138.82,138.79,138.6,18695500.0,17439210.0,21229890.0,138.74
199.0,205.55,209.98,199.85,206.01,210.12,193.79,202.25,206.75,50991030.0,34317760.0,25289270.0,191.63
168.39,170.0,175.04,169.92,172.68,175.09,164.94,168.6,171.26,40984540.0,41335980.0,36387880.0,168.07
365.12,360.08,353.25,367.36,365.98,362.17,363.91,360.0,351.28,27684310.0,35055820.0,32661520.0,367.85
127.74,125.72,126.04,128.57,127.15,126.37,127.35,125.58,125.04,35987630.0,33559770.0,31695870.0,129.08
98.63,97.06,95.1,101.46,97.88,98.19,98.37,94.94,93.42,65648660.0,52099200.0,72274300.0,101.52
109.5,110.0,109.17,110.36,110.03,110.09,109.19,108.25,108.85,26160560.0,34113880.0,26481320.0,109.26
107.83,107.9,107.7,108.76,108.3,108.0,107.07,107.51,106.82,42250480.0,26645130.0,26393770.0,107.25
174.95,177.81,176.49,175.39,178.82,178.94,172.66,176.88,176.41,34693280.0,20544600.0,26575010.0,170.6
257.05,257.33,249.54,258.19,257.85,255.93,256.32,255.38,249.16,19974430.0,25817950.0,37781330.0,256.77
225.82,226.27,225.64,228.06,229.93,227.49,224.33,225.84,223.89,29282700.0,30889270.0,34755550.0,227.03
284.73,285.08,281.8,289.67,285.83,284.54,283.89,278.2,279.95,34320200.0,28001190.0,29271890.0,289.96
209.55,219.05,216.88,213.65,222.36,220.45,205.43,216.81,216.62,91046560.0,52954070.0,38016810.0,204.3
190.02,186.23,188.35,196.33,189.49,188.99,189.81,184.73,185.92,50943120.0,31003380.0,31440300.0,195.34
99.25,97.99,97.79,99.87,101.89,98.27,98.96,97.55,97.45,22378380.0,23265200.0,28487570.0,99.02
165.53,170.16,172.0,167.37,170.16,172.0,164.7,167.07,170.06,45635470.0,50565420.0,39075250.0,166.87
97.6,99.02,99.6,97.84,99.54,100.4,96.63,98.33,98.82,40170200.0,29139100.0,42268040.0,97.79
97.79,97.6,99.02,98.27,97.84,99.54,97.45,96.63,98.33,28487570.0,40170200.0,29139100.0,97.99
116.52,115.59,116.35,117.8,116.52,116.51,116.49,115.59,115.64,18131970.0,14244050.0,26043820.0,117.52
197.99,205.53,213.9,198.65,206.43,218.03,192.58,201.63,206.74,52392970.0,40862120.0,54017920.0,196.31
107.12,111.09,109.88,108.87,111.09,111.32,106.55,105.83,108.05,34117030.0,57097740.0,59118740.0,107.71
139.25,138.74,138.95,139.36,138.79,139.8,138.64,137.05,138.82,19578920.0,22117750.0,18695500.0,138.85
235.09,233.37,236.39,236.15,235.24,237.65,233.52,233.2,234.88,17272900.0,19286690.0,23040480.0,234.59
170.43,172.63,174.3,172.14,172.92,174.87,168.44,167.16,171.86,41484540.0,41459120.0,26387240.0,169.95
299.84,293.79,297.15,300.9,299.96,300.58,297.48,292.75,296.5,27877660.0,29644640.0,36633880.0,297.16
104.19,102.83,104.27,104.55,104.45,104.35,103.68,102.82,102.75,27697970.0,38771840.0,92143920.0,104.41
145.1,144.09,143.92,147.2,144.3,144.16,144.96,143.27,143.31,33498270.0,20783460.0,14198660.0,147.54
110.0,110.19,111.74,112.28,110.19,111.77,109.49,108.21,109.41,52720620.0,61747260.0,46717770.0,112.73
242.1,241.16,237.52,243.24,242.2,240.99,241.22,239.62,237.32,19932550.0,22684000.0,22367480.0,244.51
113.84,113.29,112.31,115.92,115.0,114.7,113.75,112.49,112.31,43293350.0,26176690.0,34324350.0,115.04
96.0,96.62,96.45,96.57,96.65,97.75,95.03,95.3,96.07,34355970.0,60793260.0,31251870.0,94.94
160.29,163.09,154.83,161.0,163.4,163.72,155.03,159.07,154.0,54145930.0,51467440.0,68171940.0,157.07
108.91,112.02,111.07,109.52,112.25,111.99,105.81,108.98,108.8,96197190.0,44654830.0,56157370.0,107.28
201.9,205.88,204.29,205.34,207.42,208.84,201.75,200.83,203.5,26339500.0,38763700.0,32443110.0,200.4
210.16,208.5,204.1,210.45,209.32,205.72,207.2,206.66,203.32,21162560.0,21007650.0,15957630.0,206.43
157.5,157.86,160.52,157.89,159.5,160.71,155.11,156.72,157.84,26330070.0,27391950.0,27377960.0,158.23
156.29,156.89,156.61,157.42,157.69,157.75,156.2,155.5,155.96,17633730.0,21888930.0,23907540.0,156.91
